85,Cameron Johnson,Bro,F,27.1,25,30.8,21.1,8.2,87,0.851,145,0.572,156,0.372,0.565,0.61,16.6,4.8,2.1,1.4,0.3,1.1,21.4,18.6,23.4,7.2,120,110.3,115.4
86,Josh Giddey,Okc,G,20.5,76,31.2,24.5,15.9,145,0.731,884,0.524,234,0.325,0.516,0.533,16.6,7.9,6.2,0.8,0.4,2.8,24.5,22.8,30.6,12,109.4,110.6,114.4
87,Spencer Dinwiddie,Bro,G,30,26,35.3,22.5,13.4,123,0.797,207,0.488,149,0.289,0.465,0.523,16.5,4.1,9.1,1.1,0.3,2.1,20.6,25.6,29.7,9.6,115,112.1,119.6
88,Jaden Ivey,Det,G,21.2,74,31.1,25.4,19.4,356,0.747,633,0.457,350,0.343,0.477,0.528,16.3,3.9,5.2,0.8,0.2,3.2,20.2,21.5,25.4,8.9,103.3,112.3,109.2
89,Aaron Gordon,Den,F,27.6,68,30.3,21.1,11.4,312,0.609,588,0.628,173,0.347,0.603,0.617,16.3,6.6,3,0.8,0.8,1.4,22.9,19.3,25.8,9.1,124.9,111.3,115.5
90,Evan Mobley,Cle,C,21.8,79,34.4,20.2,13.3,303,0.673,847,0.594,102,0.216,0.565,0.589,16.2,9,2.8,0.8,1.5,1.8,25.2,19,28,8.6,117.9,104,104.1
91,RaiQuan Gray,Bro,F,23.8,1,35.1,21.3,24.3,2,1,7,0.571,5,0.4,0.583,0.621,16,9,7,0,1,4,25,23,32,11.4,116.4,103.4,110.2
92,Russell Westbrook,Lal,G,34.4,52,28.7,28.9,20.2,238,0.655,516,0.467,213,0.296,0.46,0.496,15.9,6.2,7.5,1,0.4,3.6,22.1,23.4,29.6,12.6,101,106.7,102.7
93,Brook Lopez,Mil,C,35,78,30.4,19.3,10.6,190,0.784,535,0.637,364,0.374,0.606,0.63,15.9,6.7,1.3,0.5,2.5,1.4,22.5,17.2,23.8,6.8,122.4,106.2,113.4
94,Russell Westbrook,Lac,G,34.4,21,30.2,25.2,21.3,76,0.658,189,0.54,73,0.356,0.538,0.562,15.8,4.9,7.6,1.1,0.5,3.4,20.7,23.4,28.2,11.1,111.6,111.1,119.3
95,P.J. Washington,Cha,F,24.6,73,32.6,20.6,10.1,174,0.73,550,0.518,428,0.348,0.52,0.542,15.7,4.9,2.4,0.9,1.1,1.5,20.6,18.1,23,7,107.2,111.2,112.3
96,De'Andre Hunter,Atl,F-G,25.4,67,31.7,19.7,9.1,207,0.826,536,0.521,286,0.35,0.522,0.563,15.4,4.2,1.4,0.5,0.3,1.2,19.6,16.8,21,5.7,111.7,111.4,111.6
97,Skylar Mays,Por,G,25.6,6,31.5,19.3,12.8,13,0.923,42,0.524,26,0.462,0.588,0.624,15.3,3.2,8.3,1,0.2,1.7,18.5,23.7,26.8,9.4,132.4,117,109
98,Scottie Barnes,Tor,F,21.7,77,34.8,20.4,13.2,246,0.772,792,0.505,224,0.281,0.487,0.524,15.3,6.6,4.8,1.1,0.8,2,22,20.1,26.8,9,112.7,111.6,107.7
99,Kevin Huerter,Sac,G-F,24.6,75,29.4,19.9,10.1,131,0.725,356,0.604,510,0.402,0.603,0.617,15.2,3.3,2.9,1.1,0.3,1.3,18.5,18.1,21.5,7.2,119.5,111.2,106.3
100,Wendell Carter Jr.,Orl,C-F,24,57,29.6,20.5,14.7,195,0.738,388,0.624,225,0.356,0.591,0.621,15.2,8.7,2.3,0.5,0.6,1.9,23.9,17.5,26.3,9.1,119.3,105.7,113.6
101,Khris Middleton,Mil,F,31.7,33,24.3,27.4,14.9,102,0.902,244,0.516,162,0.315,0.499,0.551,15.1,4.2,4.9,0.7,0.2,2.2,19.3,20,24.2,11.1,113.2,106.1,118
102,Harrison Barnes,Sac,F,30.9,82,32.5,17.1,9.8,413,0.847,439,0.551,353,0.374,0.556,0.632,15,4.5,1.6,0.7,0.1,1,19.5,16.6,21,5.9,126.8,116.5,116.8
103,Immanuel Quickley,Nyk,G,23.8,81,28.9,20.9,9.6,248,0.819,482,0.521,454,0.37,0.537,0.578,14.9,4.2,3.4,1,0.2,1.2,19.1,18.4,22.5,8.3,122,110.3,112.3
104,Malcolm Brogdon,Bos,G,30.3,67,26,22.8,11.8,184,0.87,435,0.51,297,0.444,0.574,0.615,14.9,4.2,3.7,0.7,0.3,1.5,19.1,18.6,22.8,9.4,122.1,108.4,100.8
105,Alperen Sengun,Hou,C,20.7,75,28.9,21.4,19.4,288,0.715,742,0.57,57,0.333,0.565,0.599,14.8,9,3.9,0.9,0.9,2.6,23.8,18.7,27.7,11.1,117.3,107.8,113.7
106,Saddiq Bey,Det,F,24,52,28.8,21.4,8.2,209,0.861,313,0.46,293,0.345,0.488,0.552,14.8,4.7,1.6,1,0.2,1,19.5,16.4,21.1,6.7,114.7,116.2,109.8
107,Gordon Hayward,Cha,F,33,50,31.5,20,14.6,159,0.811,421,0.532,160,0.325,0.52,0.563,14.7,4.3,4.1,0.8,0.2,2,19,18.8,23.1,8.1,110.3,115.4,113.9
108,Tobias Harris,Phi,F,30.7,74,32.9,18.2,9.5,129,0.876,521,0.57,324,0.389,0.575,0.602,14.7,5.7,2.5,0.9,0.5,1.2,20.4,17.2,22.9,7.2,118.8,110.1,105
109,Trey Murphy III,Nor,F,22.8,79,31,16.6,7.2,190,0.905,302,0.613,497,0.406,0.611,0.65,14.5,3.6,1.4,1.1,0.5,0.8,18.1,15.9,19.5,5.4,128.5,110.3,112.8
110,Tim Hardaway Jr.,Dal,G-F,31.1,71,30.3,20.6,6.6,165,0.77,297,0.431,550,0.385,0.527,0.554,14.4,3.5,1.8,0.7,0.2,0.8,17.9,16.2,19.7,5.9,110.1,114.8,112.1
111,Collin Sexton,Uta,G,24.3,48,23.9,23.4,15.2,199,0.819,347,0.545,122,0.393,0.557,0.615,14.3,2.2,2.9,0.6,0.1,1.8,16.5,17.1,19.3,7.5,119.4,112.2,108.8
112,Dillon Brooks,Mem,G-F,27.2,73,30.3,21.8,9.5,154,0.779,552,0.451,439,0.326,0.468,0.494,14.3,3.3,2.6,0.9,0.2,1.4,17.7,16.9,20.3,6.6,102.3,105.5,110.1
113,Jarrett Allen,Cle,C,25,68,32.6,16.5,12.9,221,0.733,616,0.653,10,0.1,0.645,0.67,14.3,9.8,1.7,0.8,1.2,1.4,24,15.9,25.7,7.6,133.1,105,113.7
114,Jalen Williams,Okc,G-F,22,75,30.3,18.4,13.4,191,0.812,589,0.579,205,0.356,0.567,0.601,14.1,4.5,3.3,1.4,0.5,1.6,18.6,17.4,21.9,7.8,118.6,109.4,104.8
115,Jonas Valanciunas,Nor,C,30.9,79,24.9,23.4,16.3,224,0.826,707,0.577,109,0.349,0.57,0.61,14.1,10.2,1.8,0.3,0.7,2,24.3,15.9,26.1,10.2,116.9,99.8,110.1
116,Bobby Portis,Mil,F,28.2,70,26,21.7,9.2,125,0.768,546,0.555,257,0.37,0.555,0.575,14.1,9.6,1.5,0.4,0.2,1.2,23.7,15.6,25.2,9,117.3,105.2,116.6
117,Markelle Fultz,Orl,G,24.9,60,29.6,21.3,17,143,0.783,592,0.544,87,0.31,0.534,0.564,14,3.9,5.7,1.5,0.4,2.3,17.9,19.6,23.5,9.2,113.2,109.4,114.5
118,Mike Conley,Min,G,35.5,24,31.4,16.8,11,73,0.863,97,0.515,138,0.42,0.583,0.631,14,3.1,5,1.2,0.2,1.2,17.2,19,22.2,7.7,130.3,113.3,105.1
119,Bogdan Bogdanovic,Atl,G,30.6,54,27.9,19.8,9.6,77,0.831,251,0.506,360,0.406,0.566,0.586,14,3,2.8,0.8,0.3,1.2,17,16.8,19.8,7,116.5,115.1,107.6
120,Chris Paul,Pho,G,37.9,59,32,19.2,14.6,160,0.831,407,0.482,261,0.375,0.513,0.555,13.9,4.3,8.9,1.5,0.4,1.9,18.1,22.8,27,10.1,121.9,109.6,115
121,Cameron Johnson,Pho,F,27.1,17,25.3,19.6,5.5,33,0.818,74,0.5,99,0.455,0.604,0.629,13.9,3.8,1.5,0.9,0.4,0.6,17.7,15.4,19.2,6.8,127.3,110.4,104.4
122,Luguentz Dort,Okc,G,24,74,30.7,19.8,9.5,259,0.772,464,0.44,409,0.33,0.466,0.513,13.7,4.6,2.1,1,0.3,1.2,18.3,15.8,20.4,6.6,109.3,108.1,110.8
123,Malik Monk,Sac,G,25.2,77,22.3,25.8,15.5,207,0.889,398,0.538,398,0.359,0.538,0.587,13.5,2.6,3.9,0.6,0.3,1.9,16.2,17.4,20,9.2,113.9,112.6,105.8
124,Rudy Gobert,Min,C,30.8,70,30.7,16.3,18.3,340,0.644,543,0.663,3,0,0.659,0.675,13.4,11.6,1.2,0.8,1.4,1.7,25,14.7,26.3,7.4,128.1,103.9,107.9
125,Malik Beasley,Uta,G,26.4,55,26.7,21.3,8.2,44,0.841,198,0.485,471,0.359,0.522,0.535,13.4,3.6,1.7,0.8,0.1,1.1,17,15.1,18.7,6.5,107.2,115.3,106.6
126,Jusuf Nurkic,Por,C,28.6,52,26.7,22.2,19.1,192,0.661,386,0.567,119,0.361,0.561,0.589,13.3,9.1,2.9,0.8,0.8,2.3,22.4,16.2,25.3,10.6,112.7,104,110.5
127,Kris Dunn,Uta,G,29.1,22,25.8,20.2,13.9,53,0.774,180,0.55,36,0.472,0.576,0.606,13.2,4.5,5.6,1.1,0.5,1.6,17.7,18.8,23.4,10.7,124.8,107.6,105.2
